_Leaf_,code,DGNS_DESC,all_pc,all_cnt,leaf_total
0,,,,,407
1,N390,"urinary tract infection, site not specified",100,1019,1019
1,I10,essential (primary) hypertension,30.520117763,311,1019
1,Z798,other long term (current) drug therapy,15.505397448,158,1019
1,E119,type 2 diabetes mellitus without complications,12.365063788,126,1019
1,Z878,personal history of other specified conditions,7.7526987242,79,1019
1,F039,unspecified dementia,6.0843964671,62,1019
1,E780,pure hypercholesterolemia,5.0049067713,51,1019
1,E860,dehydration,4.3179587831,44,1019
1,Z867,personal history of diseases of the circulatory system,4.3179587831,44,1019
1,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,3.3366045142,34,1019
1,N179,"acute kidney failure, unspecified",3.1403336605,32,1019
1,N183,"chronic kidney disease, stage 3 (moderate)",3.1403336605,32,1019
1,Z874,personal history of diseases of genitourinary system,2.9440628067,30,1019
1,R319,"hematuria, unspecified",2.8459273798,29,1019
1,R109,unspecified abdominal pain,2.4533856722,25,1019
1,R339,"retention of urine, unspecified",2.4533856722,25,1019
1,R538,other malaise and fatigue,2.4533856722,25,1019
1,R531,weakness,2.3552502453,24,1019
1,R418,oth symptoms and signs w cognitive functions and awareness,2.0608439647,21,1019
1,R55,syncope and collapse,2.0608439647,21,1019
1,R112,"nausea with vomiting, unspecified",1.9627085378,20,1019
1,E559,"vitamin d deficiency, unspecified",1.766437684,18,1019
1,R42,dizziness and giddiness,1.766437684,18,1019
1,Z885,allergy status to narcotic agent status,1.766437684,18,1019
1,R197,"diarrhea, unspecified",1.6683022571,17,1019
1,R300,dysuria,1.6683022571,17,1019
1,F172,nicotine dependence,1.5701668302,16,1019
1,R32,unspecified urinary incontinence,1.2757605496,13,1019
1,R350,frequency of micturition,1.2757605496,13,1019
1,R410,"disorientation, unspecified",1.2757605496,13,1019
1,N401,enlarged prostate with lower urinary tract symptoms,1.0794896958,11,1019
1,R110,nausea,1.0794896958,11,1019
1,R51,headache,1.0794896958,11,1019
1,D728,other specified disorders of white blood cells,,,1019
1,R509,"fever, unspecified",,,1019
1,R829,other and unspecified abnormal findings in urine,,,1019
1,A419,"sepsis, unspecified organism",,,1019
1,K529,"noninfective gastroenteritis and colitis, unspecified",,,1019
1,R101,pain localized to upper abdomen,,,1019
1,R103,pain localized to other parts of lower abdomen,,,1019
1,R111,vomiting,,,1019
1,I959,"hypotension, unspecified",,,1019
1,S008,superficial injury of other parts of head,,,1019
1,N184,"chronic kidney disease, stage 4 (severe)",,,1019
1,R108,other abdominal pain,,,1019
1,R338,other retention of urine,,,1019
1,F209,"schizophrenia, unspecified",,,1019
1,N394,other specified urinary incontinence,,,1019
1,R102,pelvic and perineal pain,,,1019
1,R809,"proteinuria, unspecified",,,1019
1,Z940,kidney transplant status,,,1019
1,G459,"transient cerebral ischemic attack, unspecified",,,1019
1,N200,calculus of kidney,,,1019
1,R351,nocturia,,,1019
1,R391,other difficulties with micturition,,,1019
1,Z000,encounter for general adult medical examination,,,1019
1,N12,"tubulo-interstitial nephritis, not spcf as acute or chronic",,,1019
1,R312,other microscopic hematuria,,,1019
1,R798,other specified abnormal findings of blood chemistry,,,1019
1,N300,acute cystitis,,,1019
1,R310,gross hematuria,,,1019
1,Z018,encounter for other specified special examinations,,,1019
1,Z125,encounter for screening for malignant neoplasm of prostate,,,1019
1,K802,calculus of gallbladder without cholecystitis,,,1019
1,N201,calculus of ureter,,,1019
1,N309,"cystitis, unspecified",,,1019
1,R309,"painful micturition, unspecified",,,1019
1,R399,unsp symptoms and signs involving the genitourinary system,,,1019
2,R300,dysuria,100,205,205
2,I10,essential (primary) hypertension,13.170731707,27,205
2,R350,frequency of micturition,7.8048780488,16,205
2,Z798,other long term (current) drug therapy,,,205
2,E119,type 2 diabetes mellitus without complications,,,205
2,R319,"hematuria, unspecified",,,205
2,R829,other and unspecified abnormal findings in urine,,,205
2,R109,unspecified abdominal pain,,,205
2,R538,other malaise and fatigue,,,205
2,Z878,personal history of other specified conditions,,,205
2,R391,other difficulties with micturition,,,205
2,E559,"vitamin d deficiency, unspecified",,,205
2,N183,"chronic kidney disease, stage 3 (moderate)",,,205
2,N300,acute cystitis,,,205
2,R103,pain localized to other parts of lower abdomen,,,205
2,R42,dizziness and giddiness,,,205
2,R531,weakness,,,205
2,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,205
2,N394,other specified urinary incontinence,,,205
2,R339,"retention of urine, unspecified",,,205
2,R509,"fever, unspecified",,,205
2,Z000,encounter for general adult medical examination,,,205
2,Z867,personal history of diseases of the circulatory system,,,205
2,Z874,personal history of diseases of genitourinary system,,,205
2,N179,"acute kidney failure, unspecified",,,205
2,N200,calculus of kidney,,,205
2,N309,"cystitis, unspecified",,,205
2,R101,pain localized to upper abdomen,,,205
2,R102,pelvic and perineal pain,,,205
2,R110,nausea,,,205
2,R309,"painful micturition, unspecified",,,205
2,R310,gross hematuria,,,205
2,R351,nocturia,,,205
2,R51,headache,,,205
2,D728,other specified disorders of white blood cells,,,205
2,E780,pure hypercholesterolemia,,,205
2,F039,unspecified dementia,,,205
2,I959,"hypotension, unspecified",,,205
2,K529,"noninfective gastroenteritis and colitis, unspecified",,,205
2,K802,calculus of gallbladder without cholecystitis,,,205
2,N12,"tubulo-interstitial nephritis, not spcf as acute or chronic",,,205
2,N201,calculus of ureter,,,205
2,N210,calculus in bladder,,,205
2,R312,other microscopic hematuria,,,205
2,R32,unspecified urinary incontinence,,,205
2,R418,oth symptoms and signs w cognitive functions and awareness,,,205
2,R798,other specified abnormal findings of blood chemistry,,,205
2,Z885,allergy status to narcotic agent status,,,205
3,R829,other and unspecified abnormal findings in urine,100,114,114
3,I10,essential (primary) hypertension,27.192982456,31,114
3,E119,type 2 diabetes mellitus without complications,11.403508772,13,114
3,Z018,encounter for other specified special examinations,11.403508772,13,114
3,Z798,other long term (current) drug therapy,11.403508772,13,114
3,E559,"vitamin d deficiency, unspecified",,,114
3,R350,frequency of micturition,,,114
3,E780,pure hypercholesterolemia,,,114
3,R112,"nausea with vomiting, unspecified",,,114
3,F039,unspecified dementia,,,114
3,N183,"chronic kidney disease, stage 3 (moderate)",,,114
3,N200,calculus of kidney,,,114
3,R109,unspecified abdominal pain,,,114
3,F172,nicotine dependence,,,114
3,N300,acute cystitis,,,114
3,R197,"diarrhea, unspecified",,,114
3,R319,"hematuria, unspecified",,,114
3,R32,unspecified urinary incontinence,,,114
3,R531,weakness,,,114
3,Z874,personal history of diseases of genitourinary system,,,114
3,D728,other specified disorders of white blood cells,,,114
3,E860,dehydration,,,114
3,G459,"transient cerebral ischemic attack, unspecified",,,114
3,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,114
3,N184,"chronic kidney disease, stage 4 (severe)",,,114
3,R101,pain localized to upper abdomen,,,114
3,R339,"retention of urine, unspecified",,,114
3,R391,other difficulties with micturition,,,114
3,R410,"disorientation, unspecified",,,114
3,R418,oth symptoms and signs w cognitive functions and awareness,,,114
3,R42,dizziness and giddiness,,,114
3,R509,"fever, unspecified",,,114
3,R55,syncope and collapse,,,114
3,R798,other specified abnormal findings of blood chemistry,,,114
3,Z125,encounter for screening for malignant neoplasm of prostate,,,114
3,Z867,personal history of diseases of the circulatory system,,,114
3,K802,calculus of gallbladder without cholecystitis,,,114
3,N132,hydronephrosis with renal and ureteral calculous obstruction,,,114
3,N201,calculus of ureter,,,114
3,N394,other specified urinary incontinence,,,114
3,R103,pain localized to other parts of lower abdomen,,,114
3,R309,"painful micturition, unspecified",,,114
3,R351,nocturia,,,114
3,R538,other malaise and fatigue,,,114
3,Z000,encounter for general adult medical examination,,,114
3,Z940,kidney transplant status,,,114
3,Z944,liver transplant status,,,114
4,N300,acute cystitis,100,103,103
4,I10,essential (primary) hypertension,30.097087379,31,103
4,Z798,other long term (current) drug therapy,16.504854369,17,103
4,E119,type 2 diabetes mellitus without complications,14.563106796,15,103
4,Z878,personal history of other specified conditions,,,103
4,E780,pure hypercholesterolemia,,,103
4,R531,weakness,,,103
4,Z867,personal history of diseases of the circulatory system,,,103
4,F039,unspecified dementia,,,103
4,R42,dizziness and giddiness,,,103
4,E860,dehydration,,,103
4,R418,oth symptoms and signs w cognitive functions and awareness,,,103
4,D728,other specified disorders of white blood cells,,,103
4,E559,"vitamin d deficiency, unspecified",,,103
4,F172,nicotine dependence,,,103
4,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,103
4,R108,other abdominal pain,,,103
4,R103,pain localized to other parts of lower abdomen,,,103
4,R338,other retention of urine,,,103
4,R339,"retention of urine, unspecified",,,103
4,R399,unsp symptoms and signs involving the genitourinary system,,,103
4,R410,"disorientation, unspecified",,,103
4,R538,other malaise and fatigue,,,103
4,K802,calculus of gallbladder without cholecystitis,,,103
4,N179,"acute kidney failure, unspecified",,,103
4,N183,"chronic kidney disease, stage 3 (moderate)",,,103
4,N200,calculus of kidney,,,103
4,N394,other specified urinary incontinence,,,103
4,N401,enlarged prostate with lower urinary tract symptoms,,,103
4,R101,pain localized to upper abdomen,,,103
4,R102,pelvic and perineal pain,,,103
4,R109,unspecified abdominal pain,,,103
4,R112,"nausea with vomiting, unspecified",,,103
4,R309,"painful micturition, unspecified",,,103
4,R319,"hematuria, unspecified",,,103
4,R32,unspecified urinary incontinence,,,103
4,R509,"fever, unspecified",,,103
4,R55,syncope and collapse,,,103
4,R809,"proteinuria, unspecified",,,103
4,S008,superficial injury of other parts of head,,,103
4,Z874,personal history of diseases of genitourinary system,,,103
4,Z885,allergy status to narcotic agent status,,,103
4,Z940,kidney transplant status,,,103
5,I10,essential (primary) hypertension,100,1351,1351
5,Z798,other long term (current) drug therapy,27.979274611,378,1351
5,E119,type 2 diabetes mellitus without complications,24.648408586,333,1351
5,Z878,personal history of other specified conditions,13.989637306,189,1351
5,E780,pure hypercholesterolemia,9.8445595855,133,1351
5,Z867,personal history of diseases of the circulatory system,8.8823094004,120,1351
5,F039,unspecified dementia,5.3293856403,72,1351
5,R531,weakness,5.2553663953,71,1351
5,R42,dizziness and giddiness,5.1813471503,70,1351
5,E559,"vitamin d deficiency, unspecified",4.6632124352,63,1351
5,F172,nicotine dependence,4.5151739452,61,1351
5,R538,other malaise and fatigue,3.9970392302,54,1351
5,E860,dehydration,3.5529237602,48,1351
5,R109,unspecified abdominal pain,3.5529237602,48,1351
5,R55,syncope and collapse,3.5529237602,48,1351
5,Z018,encounter for other specified special examinations,3.1828275352,43,1351
5,Z000,encounter for general adult medical examination,2.9607698001,40,1351
5,Z885,allergy status to narcotic agent status,2.8867505551,39,1351
5,R51,headache,2.7387120651,37,1351
5,Z874,personal history of diseases of genitourinary system,2.7387120651,37,1351
5,R197,"diarrhea, unspecified",2.5166543301,34,1351
5,Z125,encounter for screening for malignant neoplasm of prostate,2.4426350851,33,1351
5,R112,"nausea with vomiting, unspecified",2.2945965951,31,1351
5,R110,nausea,2.2205773501,30,1351
5,R418,oth symptoms and signs w cognitive functions and awareness,2.2205773501,30,1351
5,N179,"acute kidney failure, unspecified",2.1465581051,29,1351
5,N183,"chronic kidney disease, stage 3 (moderate)",2.1465581051,29,1351
5,R319,"hematuria, unspecified",2.0725388601,28,1351
5,R101,pain localized to upper abdomen,1.8504811251,25,1351
5,R103,pain localized to other parts of lower abdomen,1.7764618801,24,1351
5,R339,"retention of urine, unspecified",1.4803849001,20,1351
5,R350,frequency of micturition,1.4803849001,20,1351
5,K529,"noninfective gastroenteritis and colitis, unspecified",1.3323464101,18,1351
5,R809,"proteinuria, unspecified",1.3323464101,18,1351
5,D728,other specified disorders of white blood cells,1.2583271651,17,1351
5,R509,"fever, unspecified",1.2583271651,17,1351
5,I959,"hypotension, unspecified",1.1102886751,15,1351
5,N200,calculus of kidney,1.0362694301,14,1351
5,R798,other specified abnormal findings of blood chemistry,1.0362694301,14,1351
5,R108,other abdominal pain,0.88823094,12,1351
5,G459,"transient cerebral ischemic attack, unspecified",0.814211695,11,1351
5,N132,hydronephrosis with renal and ureteral calculous obstruction,0.814211695,11,1351
5,N184,"chronic kidney disease, stage 4 (severe)",0.814211695,11,1351
5,N401,enlarged prostate with lower urinary tract symptoms,0.814211695,11,1351
5,R410,"disorientation, unspecified",0.814211695,11,1351
5,R111,vomiting,,,1351
5,K802,calculus of gallbladder without cholecystitis,,,1351
5,R32,unspecified urinary incontinence,,,1351
5,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,1351
5,Z940,kidney transplant status,,,1351
5,N12,"tubulo-interstitial nephritis, not spcf as acute or chronic",,,1351
5,N201,calculus of ureter,,,1351
5,N309,"cystitis, unspecified",,,1351
5,R312,other microscopic hematuria,,,1351
5,R351,nocturia,,,1351
5,F209,"schizophrenia, unspecified",,,1351
5,N10,acute tubulo-interstitial nephritis,,,1351
5,N394,other specified urinary incontinence,,,1351
5,R338,other retention of urine,,,1351
5,S008,superficial injury of other parts of head,,,1351
5,A419,"sepsis, unspecified organism",,,1351
5,R310,gross hematuria,,,1351
5,N210,calculus in bladder,,,1351
5,R102,pelvic and perineal pain,,,1351
5,R391,other difficulties with micturition,,,1351
5,R508,other specified fever,,,1351
5,R309,"painful micturition, unspecified",,,1351
5,R399,unsp symptoms and signs involving the genitourinary system,,,1351
6,R350,frequency of micturition,100,105,105
6,E119,type 2 diabetes mellitus without complications,,,105
6,R538,other malaise and fatigue,,,105
6,N401,enlarged prostate with lower urinary tract symptoms,,,105
6,Z798,other long term (current) drug therapy,,,105
6,R351,nocturia,,,105
6,R391,other difficulties with micturition,,,105
6,R531,weakness,,,105
6,Z018,encounter for other specified special examinations,,,105
6,Z125,encounter for screening for malignant neoplasm of prostate,,,105
6,D728,other specified disorders of white blood cells,,,105
6,E780,pure hypercholesterolemia,,,105
6,N394,other specified urinary incontinence,,,105
6,R103,pain localized to other parts of lower abdomen,,,105
6,R109,unspecified abdominal pain,,,105
6,R309,"painful micturition, unspecified",,,105
6,Z867,personal history of diseases of the circulatory system,,,105
6,Z874,personal history of diseases of genitourinary system,,,105
6,E559,"vitamin d deficiency, unspecified",,,105
6,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,105
6,N183,"chronic kidney disease, stage 3 (moderate)",,,105
6,N184,"chronic kidney disease, stage 4 (severe)",,,105
6,N200,calculus of kidney,,,105
6,N309,"cystitis, unspecified",,,105
6,R310,gross hematuria,,,105
6,R319,"hematuria, unspecified",,,105
6,R32,unspecified urinary incontinence,,,105
6,R339,"retention of urine, unspecified",,,105
6,R410,"disorientation, unspecified",,,105
6,R418,oth symptoms and signs w cognitive functions and awareness,,,105
6,R42,dizziness and giddiness,,,105
6,R55,syncope and collapse,,,105
6,Z878,personal history of other specified conditions,,,105
6,Z940,kidney transplant status,,,105
7,R319,"hematuria, unspecified",100,78,78
7,Z798,other long term (current) drug therapy,15.384615385,12,78
7,E119,type 2 diabetes mellitus without complications,,,78
7,N183,"chronic kidney disease, stage 3 (moderate)",,,78
7,R339,"retention of urine, unspecified",,,78
7,Z867,personal history of diseases of the circulatory system,,,78
7,Z878,personal history of other specified conditions,,,78
7,F039,unspecified dementia,,,78
7,F172,nicotine dependence,,,78
7,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,78
7,N179,"acute kidney failure, unspecified",,,78
7,N200,calculus of kidney,,,78
7,R109,unspecified abdominal pain,,,78
7,Z874,personal history of diseases of genitourinary system,,,78
7,D728,other specified disorders of white blood cells,,,78
7,E559,"vitamin d deficiency, unspecified",,,78
7,E780,pure hypercholesterolemia,,,78
7,E860,dehydration,,,78
7,N184,"chronic kidney disease, stage 4 (severe)",,,78
7,N401,enlarged prostate with lower urinary tract symptoms,,,78
7,R103,pain localized to other parts of lower abdomen,,,78
7,R32,unspecified urinary incontinence,,,78
7,R509,"fever, unspecified",,,78
7,Z018,encounter for other specified special examinations,,,78
7,R197,"diarrhea, unspecified",,,78
7,R338,other retention of urine,,,78
7,R351,nocturia,,,78
7,R42,dizziness and giddiness,,,78
7,R531,weakness,,,78
7,R538,other malaise and fatigue,,,78
7,R809,"proteinuria, unspecified",,,78
7,Z940,kidney transplant status,,,78
8,E119,type 2 diabetes mellitus without complications,100,206,206
8,Z798,other long term (current) drug therapy,27.184466019,56,206
8,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,16.990291262,35,206
8,N183,"chronic kidney disease, stage 3 (moderate)",13.59223301,28,206
8,Z878,personal history of other specified conditions,10.194174757,21,206
8,Z867,personal history of diseases of the circulatory system,9.7087378641,20,206
8,E559,"vitamin d deficiency, unspecified",6.7961165049,14,206
8,N179,"acute kidney failure, unspecified",5.8252427184,12,206
8,E780,pure hypercholesterolemia,5.3398058252,11,206
8,F039,unspecified dementia,5.3398058252,11,206
8,R197,"diarrhea, unspecified",,,206
8,R538,other malaise and fatigue,,,206
8,N184,"chronic kidney disease, stage 4 (severe)",,,206
8,R531,weakness,,,206
8,F172,nicotine dependence,,,206
8,R112,"nausea with vomiting, unspecified",,,206
8,R42,dizziness and giddiness,,,206
8,R51,headache,,,206
8,R55,syncope and collapse,,,206
8,Z000,encounter for general adult medical examination,,,206
8,R109,unspecified abdominal pain,,,206
8,E860,dehydration,,,206
8,R339,"retention of urine, unspecified",,,206
8,R418,oth symptoms and signs w cognitive functions and awareness,,,206
8,R509,"fever, unspecified",,,206
8,R798,other specified abnormal findings of blood chemistry,,,206
8,Z018,encounter for other specified special examinations,,,206
8,Z874,personal history of diseases of genitourinary system,,,206
8,A419,"sepsis, unspecified organism",,,206
8,D728,other specified disorders of white blood cells,,,206
